Timestamp,Open,High,Low,Close,Volume
2024-04-02 12:00:00,0.66413,0.76823,0.6616,0.68724,4339265.0
2024-04-02 16:00:00,0.69872,0.90323,0.69252,0.87233,4040376.0
2024-04-02 20:00:00,0.87089,0.87892,0.7549,0.77752,2795369.0
2024-04-03 00:00:00,0.77513,0.89318,0.70539,0.87469,1650684.0
2024-04-03 04:00:00,0.87267,0.92222,0.78349,0.92107,1127739.0
2024-04-03 08:00:00,0.91938,0.95791,0.86922,0.90192,2205302.0
2024-04-03 12:00:00,0.89581,1.2116,0.85895,1.1806,3669773.0
2024-04-03 16:00:00,1.1912,1.2908,1.0532,1.1068,3505149.0
2024-04-03 20:00:00,1.1061,1.1598,1.0468,1.1357,1518974.0
2024-04-04 00:00:00,1.1365,1.1693,0.95468,0.96341,1797002.0
2024-04-04 04:00:00,0.95879,1.0713,0.91302,1.0087,2018523.0
2024-04-04 08:00:00,1.0034,1.1669,0.9572,1.1266,1442853.0
2024-04-04 12:00:00,1.1262,1.1567,1.0326,1.0376,1589183.0
2024-04-04 16:00:00,1.0405,1.077,0.97621,1.005,3135546.0
2024-04-04 20:00:00,1.0072,1.0087,0.9334,0.97522,1800963.0
2024-04-05 00:00:00,0.97291,1.0416,0.915,0.95771,2470537.0
2024-04-05 04:00:00,0.95462,0.99731,0.8743,0.90408,2494291.0
2024-04-05 08:00:00,0.90408,0.95092,0.86258,0.87916,1217816.0
2024-04-05 12:00:00,0.87981,0.98763,0.87028,0.96371,2757415.0
2024-04-05 16:00:00,0.96379,1.0238,0.94594,0.9765,1676070.0
2024-04-05 20:00:00,0.97981,1.0628,0.97869,1.015,1070736.0
2024-04-06 00:00:00,1.0165,1.0441,0.9653,0.98824,406036.0
2024-04-06 04:00:00,0.98869,1.1426,0.97099,1.1291,1478573.0
2024-04-06 08:00:00,1.1266,1.1266,1.0659,1.104,949767.0
2024-04-06 12:00:00,1.1072,1.1963,1.0627,1.1516,949534.0
2024-04-06 16:00:00,1.1647,1.1647,1.0982,1.1209,1264058.0
2024-04-06 20:00:00,1.123,1.1377,1.0825,1.0888,408732.0
2024-04-07 00:00:00,1.092,1.1162,1.066,1.1092,802743.0
2024-04-07 04:00:00,1.1077,1.25,1.1006,1.2088,914973.0
2024-04-07 08:00:00,1.208,1.25,1.1633,1.2283,1361810.0
2024-04-07 12:00:00,1.2316,1.2626,1.1752,1.2576,337014.0
2024-04-07 16:00:00,1.255,1.2569,1.18,1.1862,440858.0
2024-04-07 20:00:00,1.1838,1.2029,1.164,1.1886,568405.0
2024-04-08 00:00:00,1.1858,1.1912,1.14,1.1597,1016822.0
2024-04-08 04:00:00,1.1597,1.1882,1.119,1.1204,565559.0
2024-04-08 08:00:00,1.1207,1.1375,1.08,1.1164,1106292.0
2024-04-08 12:00:00,1.1174,1.3587,1.1174,1.2441,2592667.0
2024-04-08 16:00:00,1.2435,1.282,1.2435,1.2815,817363.0
2024-04-08 20:00:00,1.2829,1.326,1.2728,1.2981,750003.0
2024-04-09 00:00:00,1.2989,1.3965,1.2989,1.3742,1826696.0
2024-04-09 04:00:00,1.3732,1.4044,1.2936,1.2966,1178053.0
2024-04-09 08:00:00,1.2937,1.3276,1.25,1.2826,1208432.0
2024-04-09 12:00:00,1.2778,1.2778,1.2049,1.2502,1476309.0
2024-04-09 16:00:00,1.2512,1.2512,1.1909,1.2466,1209075.0
2024-04-09 20:00:00,1.2484,1.2541,1.2057,1.2457,1072942.0
2024-04-10 00:00:00,1.2419,1.33,1.2259,1.3223,1958097.0
2024-04-10 04:00:00,1.3236,1.4169,1.3236,1.3783,1372609.0
2024-04-10 08:00:00,1.3855,1.451,1.3423,1.3611,1646527.0
2024-04-10 12:00:00,1.3597,1.4425,1.306,1.438,2507852.0
2024-04-10 16:00:00,1.4333,1.5,1.4064,1.4118,1882084.0
2024-04-10 20:00:00,1.4172,1.4701,1.3906,1.4581,1360835.0
2024-04-11 00:00:00,1.4583,1.4897,1.4085,1.4357,1696752.0
2024-04-11 04:00:00,1.4342,1.4605,1.3836,1.4062,1277518.0
2024-04-11 08:00:00,1.4073,1.5265,1.3921,1.4589,1946415.0
2024-04-11 12:00:00,1.4608,1.5199,1.4115,1.4329,1048680.0
2024-04-11 16:00:00,1.4343,1.4537,1.393,1.4186,666232.0
2024-04-11 20:00:00,1.4218,1.4252,1.352,1.3772,1077360.0
2024-04-12 00:00:00,1.3762,1.4695,1.3762,1.4608,855342.0
2024-04-12 04:00:00,1.4575,1.4825,1.4443,1.465,456805.0
2024-04-12 08:00:00,1.466,1.4697,1.3947,1.4201,750117.0
2024-04-12 12:00:00,1.4196,1.4252,1.2499,1.2642,1852567.0
2024-04-12 16:00:00,1.2667,1.315,0.98794,1.2619,8337134.0
2024-04-12 20:00:00,1.2633,1.3065,1.1528,1.2749,2283480.0
2024-04-13 00:00:00,1.2739,1.2943,1.1859,1.2868,1047211.0
2024-04-13 04:00:00,1.2892,1.3398,1.255,1.2688,1221550.0
2024-04-13 08:00:00,1.2712,1.3023,1.229,1.2408,696309.0
2024-04-13 12:00:00,1.2418,1.2568,1.1397,1.1524,926051.0
2024-04-13 16:00:00,1.1516,1.1708,0.98129,1.0397,2538648.0
2024-04-13 20:00:00,1.039,1.1341,0.89,1.0512,4943593.0
2024-04-14 00:00:00,1.0495,1.0977,0.98889,1.0349,1765229.0
2024-04-14 04:00:00,1.0339,1.1797,1.023,1.1517,1086756.0
2024-04-14 08:00:00,1.1474,1.1507,1.067,1.0803,877181.0
2024-04-14 12:00:00,1.0799,1.1224,1.0514,1.1065,1218888.0
