Timestamp,Open,High,Low,Close,Volume
2024-03-15 00:00:00,11.498,11.598,11.481,11.58,1386.2
2024-03-15 00:30:00,11.598,11.604,11.516,11.539,3295.3
2024-03-15 01:00:00,11.531,11.532,11.393,11.402,3254.1
2024-03-15 01:30:00,11.408,11.452,11.361,11.375,167.9
2024-03-15 02:00:00,11.369,11.414,11.18,11.196,1107.5
2024-03-15 02:30:00,11.18,11.201,10.8,10.929,7900.4
2024-03-15 03:00:00,10.914,11.027,10.514,10.599,4656.6
2024-03-15 03:30:00,10.644,10.957,10.644,10.871,796.3
2024-03-15 04:00:00,10.895,10.928,10.743,10.842,2252.2
2024-03-15 04:30:00,10.837,10.837,10.619,10.671,1485.2
2024-03-15 05:00:00,10.638,10.872,10.638,10.789,793.6
2024-03-15 05:30:00,10.896,10.896,10.665,10.69,1632.8
2024-03-15 06:00:00,10.742,10.941,10.731,10.941,650.0
2024-03-15 06:30:00,10.98,11.023,10.911,10.994,72.8
2024-03-15 07:00:00,10.988,11.021,10.935,10.947,347.6
2024-03-15 07:30:00,10.959,11.071,10.956,10.991,1317.4
2024-03-15 08:00:00,10.99,10.995,10.754,10.754,899.2
2024-03-15 08:30:00,10.768,10.796,10.368,10.379,4062.2
2024-03-15 09:00:00,10.353,10.409,9.9051,10.311,5866.6
2024-03-15 09:30:00,10.323,10.561,10.275,10.481,90.9
2024-03-15 10:00:00,10.493,10.552,10.368,10.539,172.0
2024-03-15 10:30:00,10.529,10.551,10.415,10.415,586.5
2024-03-15 11:00:00,10.429,10.447,10.193,10.231,1242.5
2024-03-15 11:30:00,10.244,10.524,10.232,10.463,293.3
2024-03-15 12:00:00,10.496,10.587,10.445,10.549,86.2
2024-03-15 12:30:00,10.582,10.628,10.491,10.536,767.7
2024-03-15 13:00:00,10.526,10.668,10.471,10.491,519.8
2024-03-15 13:30:00,10.471,10.779,10.441,10.741,582.5
2024-03-15 14:00:00,10.763,10.763,10.568,10.594,1091.4
2024-03-15 14:30:00,10.62,10.756,10.541,10.756,306.3
2024-03-15 15:00:00,10.744,10.776,10.671,10.717,221.2
2024-03-15 15:30:00,10.708,10.767,10.656,10.675,386.6
2024-03-15 16:00:00,10.679,10.701,10.553,10.648,2052.7
2024-03-15 16:30:00,10.669,10.843,10.604,10.722,350.9
2024-03-15 17:00:00,10.767,10.767,10.586,10.689,2382.2
2024-03-15 17:30:00,10.696,10.793,10.66,10.755,164.7
2024-03-15 18:00:00,10.827,11.011,10.827,10.964,273.5
2024-03-15 18:30:00,10.983,11.202,10.952,11.202,274.0
2024-03-15 19:00:00,11.251,11.251,11.075,11.109,568.3
2024-03-15 19:30:00,11.088,11.088,10.873,10.904,2670.9
2024-03-15 20:00:00,10.917,10.945,10.699,10.837,6320.5
2024-03-15 20:30:00,10.831,10.846,10.624,10.64,1459.4
2024-03-15 21:00:00,10.632,10.851,10.632,10.762,291.2
2024-03-15 21:30:00,10.759,10.866,10.759,10.861,296.9
2024-03-15 22:00:00,10.902,10.96,10.829,10.919,77.1
2024-03-15 22:30:00,10.9,11.081,10.86,11.073,120.7
2024-03-15 23:00:00,11.077,11.121,11.024,11.121,133.2
2024-03-15 23:30:00,11.098,11.099,11.061,11.083,795.7
2024-03-16 00:00:00,11.11,11.157,11.061,11.101,240.1
2024-03-16 00:30:00,11.098,11.188,11.09,11.136,2165.7
2024-03-16 01:00:00,11.164,11.19,11.08,11.12,921.0
2024-03-16 01:30:00,11.151,11.178,11.065,11.132,776.2
2024-03-16 02:00:00,11.111,11.276,11.11,11.263,150.4
2024-03-16 02:30:00,11.284,11.478,11.273,11.362,700.5
2024-03-16 03:00:00,11.33,11.408,11.277,11.302,364.1
2024-03-16 03:30:00,11.309,11.351,11.273,11.347,1360.8
2024-03-16 04:00:00,11.356,11.361,11.274,11.274,889.9
2024-03-16 04:30:00,11.284,11.369,11.227,11.324,432.5
2024-03-16 05:00:00,11.34,11.34,11.093,11.093,3889.4
2024-03-16 05:30:00,11.099,11.219,11.099,11.178,4270.1
2024-03-16 06:00:00,11.215,11.328,11.215,11.257,753.1
2024-03-16 06:30:00,11.251,11.358,11.224,11.343,1169.9
2024-03-16 07:00:00,11.361,11.393,11.279,11.358,801.3
2024-03-16 07:30:00,11.352,11.59,11.352,11.587,670.3
2024-03-16 08:00:00,11.605,11.665,11.52,11.643,629.1
2024-03-16 08:30:00,11.617,11.751,11.617,11.746,136.7
2024-03-16 09:00:00,11.702,11.749,11.564,11.653,2560.0
2024-03-16 09:30:00,11.667,11.669,11.498,11.507,2470.5
2024-03-16 10:00:00,11.532,11.532,11.41,11.418,1220.3
2024-03-16 10:30:00,11.396,11.566,11.346,11.407,513.2
2024-03-16 11:00:00,11.393,11.468,11.269,11.269,1845.0
2024-03-16 11:30:00,11.3,11.391,11.3,11.345,1421.7
2024-03-16 12:00:00,11.347,11.377,11.144,11.211,1945.5
2024-03-16 12:30:00,11.235,11.235,11.003,11.003,520.9
2024-03-16 13:00:00,11.046,11.096,10.973,10.987,2815.0
2024-03-16 13:30:00,11.009,11.046,10.74,10.741,1262.0
2024-03-16 14:00:00,10.737,10.948,10.702,10.878,1487.6
2024-03-16 14:30:00,10.869,10.953,10.835,10.947,370.5
2024-03-16 15:00:00,10.932,10.933,10.765,10.887,2275.1
2024-03-16 15:30:00,10.873,11.067,10.873,11.054,70.2
2024-03-16 16:00:00,11.069,11.069,10.922,10.922,1136.8
2024-03-16 16:30:00,10.915,10.924,10.836,10.84,937.3
2024-03-16 17:00:00,10.842,10.912,10.668,10.671,3987.4
