Timestamp,Open,High,Low,Close,Volume
2024-03-15 00:00:00,71494.0,72481.0,71322.0,71977.0,435.11401
2024-03-15 01:00:00,71976.0,72129.0,71660.0,71683.0,151.15779
2024-03-15 02:00:00,71695.0,71802.0,68100.0,69154.0,894.97416
2024-03-15 03:00:00,69146.0,69530.0,66704.0,68333.0,948.22115
2024-03-15 04:00:00,68333.0,68597.0,67005.0,67575.0,441.82727
2024-03-15 05:00:00,67569.0,68367.0,67241.0,67557.0,346.84727
2024-03-15 06:00:00,67558.0,68810.0,67557.0,68805.0,340.78267
2024-03-15 07:00:00,68798.0,68968.0,68289.0,68547.0,340.884
2024-03-15 08:00:00,68547.0,68677.0,67101.0,67111.0,407.52609
2024-03-15 09:00:00,67141.0,68180.0,65673.0,67886.0,888.28755
2024-03-15 10:00:00,67894.0,68140.0,67300.0,67303.0,292.6947
2024-03-15 11:00:00,67312.0,67985.0,66815.0,67823.0,281.36959
2024-03-15 12:00:00,67842.0,68137.0,67542.0,67997.0,194.32995
2024-03-15 13:00:00,67996.0,68755.0,67545.0,68520.0,480.61161
2024-03-15 14:00:00,68520.0,68675.0,67901.0,68671.0,319.88251
2024-03-15 15:00:00,68672.0,68831.0,68220.0,68237.0,278.95251
2024-03-15 16:00:00,68256.0,68453.0,67545.0,67944.0,460.49267
2024-03-15 17:00:00,67937.0,68372.0,67648.0,68274.0,216.60487
2024-03-15 18:00:00,68275.0,70500.0,68269.0,70299.0,545.96742
2024-03-15 19:00:00,70318.0,70660.0,68582.0,68977.0,860.46665
2024-03-15 20:00:00,69005.0,69005.0,67500.0,67931.0,607.09516
2024-03-15 21:00:00,67951.0,68380.0,67906.0,68347.0,400.45242
2024-03-15 22:00:00,68355.0,69245.0,68246.0,69153.0,320.02846
2024-03-15 23:00:00,69153.0,69795.0,68822.0,69522.0,460.17193
2024-03-16 00:00:00,69543.0,70081.0,69439.0,69692.0,383.05603
2024-03-16 01:00:00,69674.0,69912.0,69093.0,69317.0,255.37697
2024-03-16 02:00:00,69325.0,69359.0,68964.0,69116.0,96.53689
